nn  4  7     0.0    0.0    1.0  873.4  102.3  0.000 0.518E-06 0.199E-01 0.782E-06 0.143E-01 1.5108 0.103E-04 0.156E-04

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
