nn  5  8     0.0    0.0    1.0  102.3  873.4  0.000 0.141E-04 0.873E-03 0.177E-04 0.656E-03 1.2529 0.189E-04 0.237E-04

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
