nn  3  3     0.0    0.0    1.0  599.0  599.0  0.000 0.333E-06 0.783E-03 0.401E-06 0.446E-01 1.2044 0.639E-07 0.769E-07

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
