nn  3  3     0.0    0.0    1.0  598.8  598.8  0.000 0.335E-06 0.784E-03 0.399E-06 0.450E-01 1.1903 0.637E-07 0.759E-07

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
