nn  4  4     0.0    0.0    1.0  873.2  873.2  0.000 0.180E-06 0.811E-03 0.214E-06 0.456E-01 1.1917 0.138E-06 0.164E-06

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
