nn  4  6     0.0    0.0    1.0  873.2  873.2  0.000 0.187E-02 0.759E-03 0.207E-02 0.614E-03 1.1066 0.189E-02 0.209E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
