nn  1  1     0.0    0.0    1.0  121.9  121.9  0.000 0.106E-03 0.821E-03 0.137E-03 0.656E-03 1.2887 0.107E-03 0.138E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
