nn  3  5     0.0    0.0    1.0  994.5  104.0  0.000 0.311E-05 0.770E-03 0.356E-05 0.633E-03 1.1455 0.410E-05 0.470E-05

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
