nn  3  5     0.0    0.0    1.0  599.1  247.6  0.000 0.113E-03 0.755E-03 0.136E-03 0.615E-03 1.2033 0.116E-03 0.139E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
