nn  1  1     0.0    0.0    1.0  247.0  247.0  0.000 0.123E-05 0.817E-03 0.153E-05 0.665E-03 1.2428 0.123E-05 0.153E-05

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
