nn  3  5     0.0    0.0    1.0  598.7  144.6  0.000 0.938E-04 0.757E-03 0.113E-03 0.620E-03 1.2076 0.102E-03 0.123E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
