nn  1  1     0.0    0.0    1.0  140.5  140.5  0.000 0.121E-03 0.821E-03 0.155E-03 0.660E-03 1.2767 0.122E-03 0.156E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
