nn  3  5     0.0    0.0    1.0  697.4  124.2  0.000 0.345E-04 0.759E-03 0.411E-04 0.625E-03 1.1907 0.394E-04 0.469E-04

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
