nn  3  5     0.0    0.0    1.0  313.9  243.2  0.000 0.124E-01 0.753E-03 0.155E-01 0.608E-03 1.2493 0.126E-01 0.157E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
