nn  3  8     0.0    0.0    1.0  313.9  664.2  0.000 0.209E-04 0.799E-03 0.256E-04 0.655E-03 1.2287 0.231E-04 0.284E-04

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
