nn  1  8     0.0    0.0    1.0  207.9  664.0  0.000 0.288E-04 0.110E-02 0.345E-04 0.897E-03 1.1965 0.511E-04 0.612E-04

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
