nn  1  6     0.0    0.0    1.0  116.5  873.3  0.000 0.343E-05 0.881E-03 0.369E-05 0.105E-02 1.0774 0.255E-04 0.274E-04

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
