nn  1  3     0.0    0.0    1.0  246.2  994.5  0.000 0.276E-06 0.828E-03 0.324E-06 0.664E-03 1.1765 0.246E-06 0.289E-06

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
