nn  3  5     0.0    0.0    1.0  994.5  228.2  0.000 0.396E-05 0.759E-03 0.453E-05 0.622E-03 1.1460 0.426E-05 0.488E-05

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
