nn  1  6     0.0    0.0    1.0   92.8  663.5  0.000 0.188E-04 0.892E-03 0.211E-04 0.111E-02 1.1247 0.133E-03 0.149E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
