nn  3  7     0.0    0.0    1.0  304.6  101.1  0.000 0.248E-02 0.802E-03 0.317E-02 0.639E-03 1.2785 0.262E-02 0.335E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
