nn  4  5     0.0    0.0    1.0  663.5  101.1  0.000 0.209E-04 0.927E-03 0.223E-04 0.124E-02 1.0646 0.154E-03 0.164E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
