nn  3  7     0.0    0.0    1.0  796.5  248.4  0.000 0.665E-05 0.804E-03 0.819E-05 0.658E-03 1.2318 0.693E-05 0.853E-05

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
