nn  3  3     0.0    0.0    1.0  796.5  796.5  0.000 0.600E-07 0.805E-03 0.725E-07 0.468E-01 1.2087 0.323E-07 0.391E-07

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
