nn  3  5     0.0    0.0    1.0  305.6  141.9  0.000 0.563E-02 0.756E-03 0.709E-02 0.609E-03 1.2599 0.580E-02 0.731E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
