nn  1  3     0.0    0.0    1.0  132.4  305.6  0.000 0.125E-03 0.859E-03 0.157E-03 0.715E-03 1.2544 0.102E-03 0.128E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
