nn  1  4     0.0    0.0    1.0  136.8  873.3  0.000 0.570E-05 0.899E-03 0.708E-05 0.650E-03 1.2415 0.269E-05 0.335E-05

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
