nn  1  1     0.0    0.0    1.0  136.8  136.8  0.000 0.357E-03 0.822E-03 0.457E-03 0.659E-03 1.2807 0.358E-03 0.459E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
