nn  1  1     0.0    0.0    1.0  100.1  100.1  0.000 0.523E-03 0.822E-03 0.681E-03 0.651E-03 1.3027 0.524E-03 0.683E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
