nn  6  8     0.0    0.0    1.0  663.6  663.6  0.000 0.449E-02 0.761E-03 0.547E-02 0.605E-03 1.2179 0.462E-02 0.563E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
