nn  1  3     0.0    0.0    1.0  121.4  796.4  0.000 0.228E-05 0.843E-03 0.276E-05 0.662E-03 1.2106 0.181E-05 0.219E-05

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
